Year,Africa Eastern and Southern,Africa Western and Central,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,"Bahamas, The",Belize,Bolivia,Brazil,Botswana,Central African Republic,Canada,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Caribbean small states,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,Ecuador,Euro area,Spain,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Greece,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Haiti,IBRD only,IDA & IBRD total,IDA total,IDA blend,IDA only,India,Ireland,Iceland,Italy,Jamaica,Kenya,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Mexico,Middle income,Malawi,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,OECD members,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Pre-demographic dividend,Puerto Rico,Portugal,Post-demographic dividend,Rwanda,South Asia,Sudan,Senegal,Singapore,Sierra Leone,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Suriname,Sweden,Eswatini,Seychelles,Chad,East Asia & Pacific (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Turkey,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,World,South Africa,Zambia,Zimbabwe
1984,145861804640.118,114296077828.18,193242166274.226,67985344886.8716,987143931.166987,83349530159.1734,1051133927.00009,1459880018.54646,18920840000.0,2041100000.0,214381949.019381,6169501037.97622,209023912696.839,1240796364.75662,637820620.670195,355372558103.621,19622527479.6913,259946510957.143,6841638714.5454,7311937457.41855,7857729193.20343,2193581366.40726,38253120737.9671,3660476458.8718,15982827316.947,11594000000.0,53698278905.9678,477903530829.459,1405634896223.57,16912515183.2783,2332559281215.53,172102910370.524,304638554692.698,52888800949.7428,1177997413.63384,530683779929.445,3561451562.23576,461487097632.349,4412279843.44423,48020024183.7969,9470000100.0,437631605.263158,9674203914142.31,33511383985.6741,4915311846.48827,102275940797.45,1816200000.0,2483068087563.49,2777935121250.87,297777135087.714,144657060881.993,149595078750.687,212158234164.06,20109800239.0302,2864441355.85306,437887689001.543,2373566957.49214,6191437070.44184,98603703.7037037,97510235986.0046,628791407311.519,747410622357.896,6043474842.76729,844967750882.773,2653522080653.97,333158476.24212,1352935244803.78,4594891790.00279,14824728528.4604,3905938480.82352,184261495828.367,2574634599866.42,1208008985.42522,33943505717.6993,4393971258071.62,1461243212.42814,73484359521.0997,3105517091.41379,143912664148.352,62057955032.7758,2581207387.79709,9575823140678.71,31151825467.4978,6183387100.0,17599660054.286,31408492876.691,2552526263.0759,211076938737.434,19162600000.0,25217969049.5755,9314263461784.76,1587412957.22263,272757831561.659,9701357142.85714,3485165160.57534,19749361097.965,1087471861.98928,260208727432.146,260356852559.914,864000000.0,109201362581.3,494475699.857656,151313241.982492,919103735.322921,476921953236.87,718148959.610872,41797592963.4424,697299138222.582,272757831561.659,260356852559.914,7757083333.33333,59989909457.8379,3615647477.05434,1701620236470.44,4850241442.17643,4037613000000.0,135024987.777778,12253331660239.5,77344092906.7265,2739444444.44444,6352125900.0
1985,130296794615.844,116541346400.574,180235483623.533,69386774408.0872,1149979285.77347,86268264148.3796,1045712703.02696,1552493068.4254,22278423076.9231,2320699900.0,212643742.664706,5377277406.71638,222942790435.299,1114764007.14811,864849765.059664,364756499450.751,17702885393.5099,309488028132.653,6977650069.33578,8544809794.26305,7195042616.0071,2160872541.4189,34894411351.983,3919203960.39604,15814747522.7354,5044592944.80499,57937868670.1937,523746677671.532,1443814418821.55,17149094589.9827,2396345961356.07,180793463796.477,313577976255.393,55875863392.1719,1141123439.66713,553138414367.061,3339914759.37275,489285164271.047,4504342149.43471,47820851221.3175,9721652086.95652,453488372.093023,10157908243103.8,35699543050.7778,5278120712.5459,107395055970.345,2009400000.0,2622470373242.53,2925441212866.32,306834857329.106,145317822842.847,158459503789.926,232511877842.041,21273347214.1251,2984052332.4588,452217492140.757,2100223149.71396,6135034338.30431,111007407.407407,101296177099.377,650107133009.726,769882176411.363,5978460972.01767,900243952106.225,2798239912352.83,268626912.549917,1446277854592.09,4738559684.76119,14991283215.7408,3802557894.90614,195219789801.479,2715798197855.88,1131347798.26653,31200161095.4491,4704774999482.75,1440581533.7564,73745821156.2996,2683816288.7907,143845822717.622,65416879914.3907,2619913955.51556,10085408960310.8,31144920844.3272,6541517100.0,16548827018.2872,30734335448.9905,2423373088.07358,218420763394.73,20289200000.0,27115807742.0873,9807882089555.51,1715625839.17973,296598984608.841,12403733333.3333,3818944603.0069,19156532745.7691,856890498.625834,246877401161.347,247043965708.745,873000000.0,114123537581.794,360075380.266523,168887539.130818,1033069709.99507,522670941733.564,762359722.701402,38900692712.1496,719314861868.753,296598984608.841,247043965708.745,7375918367.34694,67234948264.5987,3519666338.52454,1782370510776.72,4732017873.38369,4338979000000.0,145641705.185185,12874627755374.4,59082638803.5266,2281258064.51613,5637259300.0
1986,146863963813.519,107528972026.103,182036933407.946,99036164939.1618,1201725497.06578,120018787249.413,1336102040.71025,2036303381.20142,21774033333.3333,2472500000.0,231638320.535566,3958338883.22338,268137224729.722,1392634771.9653,1122265026.38274,377437927311.983,18891048818.7425,300758100107.246,9158302205.36237,11857056336.0312,8095367168.21769,1849268214.68181,34942489683.9712,4418983870.96774,14441278727.6356,6122198120.02892,63692238160.0493,522268460559.237,1448011416483.17,15314143988.0621,3363142563850.4,251321075204.942,296442104273.999,73531550551.255,1290228616.82408,771470783218.108,3403638193.57905,601452653180.885,5727602644.71472,56379593476.1441,7231963515.98174,504651139.534884,12335124331783.6,41075570591.9291,5677828958.90605,124192265481.297,2318000000.0,2728645741310.02,3025763754928.54,302729046485.668,131018685648.963,170592461617.298,248985994044.2,28719072700.2967,3989622714.9537,640386352773.087,2754566176.20212,7239126716.93219,130685185.185185,116836802995.065,655461174267.858,775523031044.904,6405210563.88294,957311939255.549,2901190328628.32,318862888.402626,1538175474999.29,6921264222.50316,19462175321.8224,4347989798.83436,134550096436.744,2813108504828.53,1183654827.79002,27734562640.4277,4958242427343.98,1904097020.29333,54805852581.1516,2885710608.88079,200862095700.666,78693253275.995,2850784523.37711,12215612484705.6,31899070055.7967,6797834200.0,15244232957.8759,29868339080.8263,2648033765.69899,212064917260.528,22009300000.0,38745901353.7059,11984015066026.2,1944711061.30888,314128086826.783,15769062500.0,5392093507.64824,18586746056.9974,490181456.62441,254372190266.104,254578584951.287,891000000.0,150498057723.623,449146608.315098,207850623.637094,1067828247.23577,521195760767.061,1060911735.26065,43096746122.4614,721612935949.622,314128086826.783,254578584951.287,4794444444.44444,75728009962.7878,3923232122.12784,1810874625608.74,5880112788.40947,4579631000000.0,160846656.666667,15214558127121.7,67521602553.14,1661948717.94872,6217523700.0
1987,179542370813.491,110354025260.946,189061672842.774,124168442533.74,1131466494.01101,149394404105.889,1562412030.34838,2369834650.08921,24298032258.0645,2713999900.0,281082558.5859,4323623622.1622,294084112392.66,1965274882.36345,1200991825.95398,431316742081.448,22255407684.6999,272972974764.574,10087653189.3287,13049658331.1317,7661625472.57705,2297753649.27962,36373307085.0887,4532952047.15628,15521747479.8166,5826987099.45901,66746396416.2732,515804867646.469,1447097593526.61,13945431882.2271,4159723960476.85,318747935588.196,298024041364.33,91594751792.2359,1177908191.97685,934173305685.911,3281797038.66566,745162608269.325,5074829931.97279,65652750377.4535,7084399840.0,354591846.938775,14297428576007.7,50622571586.1149,6190521241.46495,138659492156.95,2047200000.0,2789044020268.06,3103798327309.36,319444456399.942,134041779464.823,184795081468.037,279033584092.159,33925835674.1573,5520318352.93144,805713128174.485,3286987551.71597,7970820530.75078,147748148.148148,147948259722.577,703400344295.044,818696098701.24,6682167119.56522,937264670739.257,2989084457728.91,402774852.652259,1621316761608.15,8614215018.9087,21765261041.7265,3212900560.80991,147540738281.817,2893751921434.18,1183094127.76747,32181695507.2234,5287828242049.45,2233005822.58534,52676041930.5791,3851213727.67857,245046310922.541,94230055658.6271,2957255379.54315,14146970447112.2,33351529274.6869,6827665300.0,20702298396.9717,33195933429.6008,3143848331.31402,234330701651.246,24025800000.0,48182925857.4071,13894911665053.7,2157434025.16467,348793922921.638,20155555555.5556,6487352282.67143,20919215578.2125,701307602.28443,289604225231.581,289852080895.947,980000000.0,183009638350.893,584135559.921414,249267039.782675,1163426850.65015,514745443583.727,1249099130.02277,50535438696.4094,761121046318.599,348793922921.638,289852080895.947,4797777777.77778,87172789528.3316,6269511614.66235,1930477671426.11,7367494080.40014,4855215000000.0,175580647.407407,17307780927729.2,88573697223.1721,2269894736.84211,6741215100.0
1988,188796036379.402,108975317103.853,235658469150.175,133339397080.129,1082403219.48787,162299103675.261,1620246187.15171,2616040645.87263,26579005760.3486,2817900000.0,320093360.27245,4597615562.66594,330397381998.489,2644536804.11244,1264899368.20165,507354351182.254,26040229793.0697,312353631207.819,10255170459.986,12236058143.0406,8861299976.74158,2212536313.33476,39212550050.4223,4614629898.40348,16459864446.8544,5374314928.42536,59089067187.3943,572051742353.545,1535279951031.59,13051886552.3377,4574852714498.55,376160409941.437,313944440387.451,109058990760.483,1109976927.91722,1018847043277.17,3834503378.35497,910122732123.799,5197840979.13416,76261277924.5736,7841602824.42748,413799990.0,16101510937240.0,59707404560.5944,5902717091.54747,137975817800.073,2613926800.0,3016712766027.16,3335889936037.38,325432169616.877,137621034504.244,187050306057.67,296588994812.059,37778818236.3527,6106635769.74938,891608957155.608,3828310734.97795,8355380879.12955,172692592.592593,199590823957.237,788063676123.561,923091534179.078,6978371581.26375,955159946360.995,3200135764526.26,470389179.678909,1786115630502.58,9750161272.62754,25705296183.5037,3189456961.27972,181611549975.804,3107014265649.83,1379924257.21313,35271880250.4964,5745207451214.25,2280356338.22867,49648470439.7963,2630904261.83247,261910508417.884,101900260856.222,3487009748.35638,15945901965192.8,38472742808.3167,5902783400.0,15439408447.2288,37885440418.6834,3655979702.45646,237789332876.344,26385800000.0,56347250696.3788,15652599177129.8,2395493877.51365,374789860688.18,15399166666.6667,6418419798.13177,25371462488.1292,1055083945.37738,297350985907.653,297633909425.22,1161000000.0,206986674500.588,692016714.317132,283828769.029925,1482597298.88718,570876791477.746,1378847487.41137,61667199834.7428,860153018089.79,374789860688.18,297633909425.22,4496852073.46896,90852814004.9917,6508931651.66667,2148508472110.1,8213515458.51139,5236438000000.0,200726712.592593,19357714533569.1,95176640968.0367,3713614457.83133,7814784100.0
1989,194330035504.458,101798537787.419,299272046250.305,133105805512.22,1113924130.41149,164221056511.057,1502294411.46202,2615587725.77391,28781714763.8012,3062000000.0,369133890.704745,4715978868.21613,425595310000.0,3083800684.89751,1233930277.04922,565055743243.243,29885685142.9107,347768051311.741,9757410614.0812,11012566160.5043,9021862775.25978,2389593021.94868,39540080200.3938,5251025767.47627,16872897190.6965,6686593059.93691,55634414465.2104,618245451898.913,1561315489790.12,13890828707.6493,4673042664268.62,414757056921.996,289474120028.551,119012054870.445,1182686577.22645,1025211803413.53,4186411457.45694,926884816753.927,5251764264.26802,79169043222.8284,8410724360.79545,379779389.705882,16848731322432.1,68790369107.2962,5432344901.77821,133282562082.444,2736243800.0,3132019265894.37,3445752662213.47,318045684187.072,132645925455.21,184833281990.546,296042354986.126,39244542917.7364,5672569396.47767,928661332204.347,4404970058.83786,8283114648.36775,192518518.518518,246927292765.02,882731687107.235,1007682588104.78,6987267683.77254,954620628861.322,3320438131586.22,495404888.092424,1892628321030.03,10391504914.0049,26314220188.0257,3175638332.5404,221400669713.589,3227981323261.19,1590215582.53307,38848567631.4235,6208137243275.24,2179567107.50159,44003061108.3357,1013184745.70715,258336705808.999,102633789557.535,3525228153.17361,16687147317666.3,40171018229.0715,5918469800.0,22499559086.0343,42575183905.5606,3546460176.99115,233212405272.401,28161200000.0,60594092182.3275,16347923949949.6,2405021932.89997,378225287812.599,15291507936.5079,6366039352.62267,30465364738.6206,932974411.917142,295730160792.424,296034138278.005,542600000.0,217948315624.564,696915430.663057,304832867.393246,1433686309.83642,616975622648.54,1352949662.75172,72250877410.3183,942513480793.186,378225287812.599,296034138278.006,4323058823.52941,107143348667.094,5276480985.99937,2273167112460.73,8438951476.06644,5641580000000.0,214745002.222222,20208071097545.1,99030856824.7526,3998637681.15942,8286322700.0
1990,212103223238.104,121837737280.177,310781069642.17,166463386179.354,1132101252.51817,205331747947.851,1959965243.76269,3101300641.87512,31598341233.559,3166000000.0,412086445.492176,4867582620.20708,461951782000.0,3790567051.86778,1440711395.67069,593929550908.468,33113887817.9731,360857912565.966,10795850106.9547,12314482085.0878,9349764580.36998,2798746050.58228,47844090709.9908,5711687786.75989,18011678551.9402,7073675544.80847,62048562947.2509,662701753534.694,1831987387469.43,15239278100.3502,5881137822224.26,536558591250.408,451198641991.097,141438345513.917,1337024782.22702,1269179616913.63,5952293765.84468,1093169389204.55,5889174825.487,97891092003.4394,7650125217.35253,396582263.291139,18936732950533.7,76928290841.8701,4923009551.51561,139077277677.002,3096289800.0,3584003974982.63,3924747351323.27,343419308490.823,146299792605.762,196214080824.072,320979026419.633,49313360687.7687,6468736286.92707,1181222653522.95,4592224067.37194,8572359162.85631,217259259.259259,283367525714.932,1041181192766.1,1179424261650.81,8032551173.24014,1028174706720.99,3781972534098.36,596415104.549144,2019779291446.37,13229247947.8513,30180108561.9305,3931334870.74964,261253582805.945,3683404794632.27,1880771556.30474,44024178343.0071,6558665950908.47,3512356353.0798,54035795388.0915,1009455483.87097,318330511920.61,119791683307.507,3627562402.66027,18798432904451.2,40010423970.4576,6433967000.0,26410386669.3609,44311593755.7845,3219730364.99623,370281059113.048,30603919000.0,78713860216.5659,18350033992484.6,2550185618.14774,407187416126.755,12408647540.9836,7390967034.67363,36144336768.7023,649644826.800447,333421558193.769,333789228166.843,388400000.0,261846194498.885,1114703088.1614,368584758.942457,1738605558.05432,661340614413.771,1628427515.41881,85343063965.9182,1109291528864.82,407187416126.755,333789228166.843,5068000000.0,150676291094.21,4304398865.88268,2660327922439.64,9298839655.23138,5963144000000.0,240366666.666667,22762052653201.6,115552349036.929,3285217391.30435,8783816700.0
1991,220521641892.85,117491402473.35,325315909269.288,173794177961.108,1167398478.3459,210510999409.333,1986437859.90346,3135045684.1006,30957483949.5798,3111160000.0,444720750.0,5343274311.56789,602860000000.0,3942792837.35655,1377375030.52921,610328183643.188,37834793730.3133,383373318083.624,10492628915.4927,11840192674.1246,9633911368.01541,2724853592.73382,49175565911.0655,7196276092.461,17878504938.8707,9824498183.03263,45715614559.7064,719215979989.903,1934372123117.73,16988535267.6338,6114609722625.93,577166174539.632,262052727084.154,127773856785.767,1383843860.1247,1269276828275.78,5402919956.93831,1142797178130.51,6596546195.65217,105143232379.884,9406097735.09117,348533094.812165,20037666890721.3,88959620135.8864,4648668478.56753,140713076853.913,3473540601.82161,3678210135739.74,4020992367645.74,345374485113.02,146920912883.269,197571733063.956,270105341879.226,49795307390.0368,6909730237.31997,1246220156079.29,4106199176.28901,8151479004.21334,220540740.740741,330648530715.211,1297974028319.97,1450870220806.12,9000362581.58086,967250771137.632,3840621212996.8,704329192.771521,2227218307726.53,14321878322.5044,32285388165.2999,3254713056.02171,313142768453.485,3741549024410.65,2203545856.66893,49143148094.2683,6770092083643.19,3285796979.79737,49118433047.5318,1488804123.71134,327500327675.625,121872464483.487,3921476084.89072,19896373008624.4,45625234697.7094,7074675500.0,34341465998.2003,45417561302.2497,3787394957.98319,166845612583.938,32287031000.0,89233599278.4792,19375760152113.2,1911600969.76612,362262604127.014,11379222222.2222,7255210700.97896,45466164978.2923,779981458.921489,337177340689.556,337550839962.083,448100000.0,274229034311.699,1156141998.33412,374359556.084926,1877138041.64308,717738764935.717,1602299862.9243,98234695722.0341,1382185363041.39,362262604127.014,337550839962.083,5307905882.35294,150027833333.333,3321729057.12215,2769158158311.19,11205971155.2758,6158129000000.0,254829629.62963,23932115658315.8,123943432441.241,3378882352.94118,8641481700.0
1992,219977314187.07,118316836021.128,324884257479.043,195078126721.763,1083037670.60484,234781652446.675,1695315305.70308,3356692517.86417,31708874594.1645,3109000000.0,518559700.714435,5643893347.00679,400599250000.0,4146513722.33019,1411917558.45855,592387689252.916,45964327558.8836,426915712715.856,11152971316.074,12071775380.6503,8227200892.44213,2933222714.11506,58418985443.3172,8564044017.26908,17575413725.0368,11605382504.0,48003078388.5401,805950900188.054,2123448862041.85,18094238119.0595,6746164548139.04,630916018202.503,259315765734.576,112532519246.084,1532401862.94079,1401465923172.24,5592390848.52647,1179659529659.53,6413901601.83066,116224672863.783,10440842165.3193,373573141.486811,21558824096199.2,104272278634.731,4943700431.07368,131378889917.13,2257121668.19352,3681604157233.04,4016899302417.04,337798009297.582,147612949795.74,188882256941.87,288208430383.964,55927302693.2869,7080981668.54633,1320161644933.23,3535460089.80719,8209129171.73649,242137037.037037,355525267405.367,1199700236982.11,1371525457209.78,9703011635.86585,1025475127591.74,3807007777857.84,831033941.093969,2084173676928.06,16065740276.0351,33711069430.78,3714967007.18602,363157598242.27,3717002592025.55,1799517081.56412,59167550162.956,7114394589252.92,3386232592.01834,47794925814.7558,1792800000.0,362962872180.451,130838040067.584,3401211581.29176,21399194215217.2,48884606848.1265,8042337700.0,35966302303.263,52976344928.9564,4377980510.05598,159612257447.789,34630430000.0,107592098307.098,20806448564406.2,2029026704.02707,384733595737.262,7034219712.52567,7769817869.31065,52130263965.6231,679997997.597117,337422829976.117,337857314045.396,404600000.0,284321115594.629,1284766234.2216,433667193.814795,1881847676.80752,804295538188.576,1692959110.18022,111452869378.467,1303039675884.05,384733595737.262,337857314045.396,5439552941.17647,158459130434.783,2857457860.05088,2695056521162.68,12878199880.9839,6520327000000.0,277955555.555556,25438697141014.5,134545231416.55,3181921787.7095,6751472200.0
1993,220372083091.291,97186773683.6559,311549325463.744,190379720809.18,938632612.026359,224721795708.955,2274557914.07481,3199536227.94818,33166519417.9894,3092000000.0,560205282.299335,5734676560.92471,437798577639.752,4160086253.1468,1278781166.72188,577170761956.438,49297773130.1185,444731282435.515,11045759468.9412,14524193694.365,10706246370.9325,2684323424.06801,66446804802.5747,9582866263.11706,19033356740.2253,13081042400.0,49945599428.5812,884813762187.84,2334389388484.65,18938717358.6793,6173033059775.9,525075636030.854,241361190112.5,89214114708.0254,1636074717.86224,1322815612694.0,4378645081.01769,1061388722255.55,5966255778.12018,108809059155.767,11399942453.0646,454101382.488479,21724096572045.6,120353947980.764,4926728932.95069,134616978716.737,1878248741.04949,3958617158300.92,4278791009739.53,321656029262.05,131046031666.793,190409642204.434,279296022987.919,52425693685.3122,6218581472.47468,1064958075550.63,5440064773.17365,5751789915.05363,263755555.555556,392666101884.959,1397343156804.04,1576942722802.89,10338679635.7616,1033528534512.41,4062482631532.5,835592802.276831,2165664962330.69,16486900652.9851,31655473663.8348,4063298919.2868,500736065605.341,3970397845046.88,2070636935.58644,66894837030.4184,7437550121856.44,3052673622.85839,27752204320.0883,1756454248.36601,353550169672.52,120579072750.596,3660041666.66667,21691256754507.1,51809949334.2396,8782585400.0,34832077220.8537,54368083953.1119,4974550286.18152,142104833147.063,36922456000.0,95009751901.2592,20946888231803.8,1971525998.87685,381100185645.185,8881785938.48085,7367985694.79161,60603478153.2368,768812334.801762,316212804074.646,316689304368.083,428764705.882353,212953336588.123,1357206995.74624,473916819.453826,1463251055.40068,882996421853.336,1233496846.33493,128889318946.587,1504809210747.0,381100185645.185,316689304368.083,4669488516.37981,180169736363.636,3220439044.18949,2936718343099.22,15002106518.4847,6858559000000.0,286307407.407407,25854641326708.1,134309759157.817,3273237853.35689,6563813300.0
1994,224511167432.285,85693055813.7602,322213766862.677,203535242741.838,925030590.153683,244884129491.198,1598075944.85875,1895290623.44033,33768660882.793,3259000000.0,581269536.370645,5981244886.917,558111997497.263,4259330999.03151,851174350.649409,578139279437.61,57008425295.8256,564324670008.238,8313557450.25213,8292531291.79202,5840529411.76471,1769365425.04053,81703500846.0364,10486784804.7995,20014967673.1588,14644711384.8202,42543178042.4148,1064437761462.78,2440797234843.0,22708673336.6683,6516242163200.54,530562634455.347,229963968406.164,103299943084.804,1825763267.53637,1393982750472.59,4190819314.02958,1140489745944.29,5444560669.45607,116601801966.292,12983235568.2292,540874934.201012,23290726593573.6,135812069768.646,4642280682.14252,115147027923.791,2167564194.7342,4336070560463.82,4643362316876.29,307247686482.127,132690298246.092,173665839726.035,327275583539.559,57106606595.9953,6389460285.59828,1099216688280.5,5452564385.43307,7148145375.78545,295159259.259259,463617399962.661,1609565306798.35,1802194515918.51,11717604208.8223,1114089904039.08,4408411537185.32,878250450.602681,2467681422513.47,18325790933.2047,35604137422.5796,3522226902.75861,527813238126.278,4328897059659.7,1181802596.03498,74478356957.7808,7867242439537.61,1938058161.25116,33833042987.7582,3863185119.04762,379130260322.073,127131461119.927,4066775510.20408,23182702498959.0,52293456906.2665,9365289800.0,44882079766.8913,64084460124.4644,5502786069.65174,134377553618.589,39690630000.0,99688641304.3478,22431285438898.2,753636370.454545,432324142458.395,12794192334.2541,5034588159.28612,73690847191.3055,911915970.683484,308559164974.899,309048783550.602,605492537.313433,229033566614.826,1419293454.99606,486451204.557142,1179837954.72193,1062251487062.28,982624324.505898,146683499005.964,1719850514545.37,432324142458.395,309048783550.602,4947205860.01451,130690172297.297,3990430446.71216,3214650824827.52,17474647792.3829,7287236000000.0,289437037.037037,27765780267709.8,139752450152.078,3656647744.24858,6890675000.0
1995,252474620174.864,107403017953.853,367216364716.365,241038283062.645,1000428393.88528,288025588396.278,2169627138.34971,2379518099.2266,37939748768.6567,3429000000.0,620422500.150545,6715220507.05164,769305386182.849,4730611067.02258,1115389731.79119,604031623433.401,73447063319.3034,734547898224.101,11000146839.497,10020367060.7779,5647034188.03419,2116003977.97529,92507279383.0387,11578594259.8675,22072783645.8573,16637370839.1608,41764315330.4366,1313810678015.13,2494155781003.43,24432884442.2211,7516449332885.35,614609020549.773,278993002058.586,134189814814.815,1970347720.96992,1601094756209.75,4958845906.34769,1341614328546.63,6465137614.6789,136878365936.167,14655404433.2771,621626785.915493,25864261896212.7,144652912433.103,5347445005.21376,134250344947.713,2813313278.81082,4882615077310.87,5237200362179.08,354908181611.737,155408747120.265,198270615208.055,360281952716.797,69150661616.1616,7123633356.36565,1174662070605.02,6577523824.70029,9046326059.98857,313485185.185185,566583427334.137,1687746345908.59,1921782499558.54,13029697560.9756,1264055343240.57,4933114593005.73,1001889856.91048,3017222232251.05,21588170498.0843,39030285468.3841,3838101052.21232,360073909243.855,4843533635792.59,1397457932.30697,88705342902.7113,8245811373433.4,2302537682.18029,44062465800.1706,4140470000.0,452301674444.139,152029612324.788,4401104417.67068,25556317395522.1,60636022422.6176,9573813700.0,53312793687.3836,74119987244.5011,4636057476.42568,172723721947.443,42647331000.0,118122007430.012,24875341718315.3,1293535010.94467,479849581301.107,13829744878.6366,6326342962.93447,87810991957.1046,870758739.40678,358165179681.259,358676203701.143,691590497.737557,267305875261.099,1698982437.76019,508221508.221508,1445919969.89272,1311112210564.58,1309382885.33029,169278753531.98,1833688975747.45,479849581301.107,358676203701.143,5329214163.22001,169485941048.035,5755818947.42125,3579297911634.85,19297663096.5506,7639749000000.0,316007407.407407,30883985215030.1,155460285076.232,3807067121.8609,7111270700.0
1996,251890012878.89,119043576285.767,400302731411.229,237250948791.266,869033856.317093,279201433224.756,2361116448.13533,2586550747.09844,46438484107.5795,3609000000.0,641660005.32063,7396966657.47054,850426432991.742,4847752842.78924,1007791186.20106,628546387972.131,78039572221.6024,863746717507.397,12139234938.7863,10313258944.7337,5772020526.10602,2540697688.05698,97160109277.8087,11678424512.0601,24081792644.0644,18241691857.3544,46941582519.4661,1509046901464.46,2716419909483.29,25226393196.5983,7605460651709.11,642588992512.807,286740663627.474,132129174216.93,2128696643.62574,1605675086549.56,5694040336.82571,1415390015600.62,6934984709.48012,145861612400.906,15674835615.3139,705406001.424501,26093038194702.2,159717233621.659,5215028986.48649,139543724123.979,2907514522.92503,5334156131931.62,5723198657197.85,389481560035.592,171668896343.487,216359686784.307,392897054348.071,75786499495.9677,7426081278.19549,1312426527795.21,7393883554.77969,12045858436.2399,333944444.444444,610169556840.077,1842258026681.78,2079487539400.91,13897738375.2488,1406184872667.24,5395551510338.84,946123275.88212,3327849367094.33,21776609771.987,43161452678.4383,4931861239.07864,410975595310.156,5300410946559.05,2281034131.36493,100855393910.486,8704363777972.13,2405687081.12795,51075815092.5,4308351902.78601,450490196078.431,163520109150.671,4521580381.47139,25777801213726.3,63320122807.1223,9870494000.0,55252414130.3019,82848140618.0266,5155311077.38998,185570788104.643,45340835000.0,122630089680.27,24999232594060.0,1382334879.40812,524970419712.2,9018243044.45155,6559712550.65952,96295886524.8227,941742152.709895,369334786066.033,369840419163.509,861411471.321696,291743811512.079,1602760100.48147,503068472.20266,1607345450.04578,1505947433624.01,1465448290.34132,183035114648.4,1993066196162.04,524970419712.2,369840419163.51,5759537726.26601,181475555282.555,6044585326.938,3894140546366.31,20515543039.2132,8073122000000.0,331488888.888889,31567187779744.1,147607982694.857,3597220962.00017,8553146600.0
1997,264855094894.718,119983265523.38,434568007512.913,212790348404.555,972896267.915425,252708051420.839,2268301645.09366,2447668984.53131,48244309133.4895,6332360000.0,654582899.944045,7925673448.41368,883199625324.675,5020214747.45261,937741468.029676,654986999855.554,84952360922.4679,961603952954.233,11722142706.1278,10043438502.858,6091061291.30501,2322718991.26458,106659508271.255,12614602386.5004,28202808369.0812,20017480054.834,48177612042.1507,1563083719721.13,2904990106272.54,28162053026.5133,6952380140406.78,590077272727.273,328921540951.821,126912152101.707,2090184941.46983,1452884917959.09,5326816858.99586,1558202357563.85,6891308593.75,143157600149.757,17790026221.6139,749138009.56454,25660421614488.6,177352785419.977,5737099650.19011,145231030551.163,3338938830.01743,5657041808133.69,6060197874601.82,403132854610.128,175325578487.655,226523298225.006,415867753863.874,82821063753.5817,7569666973.65322,1241879604365.62,8400033893.99653,13115773737.5664,374641307.974641,569754543829.957,2010064157296.01,2279721886788.6,15091913883.7091,1437862957877.98,5708499555874.98,997996028.645833,3484455058967.75,19731912494.3617,39147844526.0838,4262965281.5836,500413483109.175,5607094872420.89,2663234933.89767,100005323301.867,9235474283855.56,2290318800.33457,54457835193.4927,4389965590.96538,416812740004.518,161356631888.484,4918691916.53516,25398931088948.8,62433300338.0941,10677286100.0,58147522522.5225,82344260570.6685,4936615298.79367,204791981087.46,48187039000.0,117016535162.95,24520554968206.9,1851558301.7002,550712123644.937,11681494637.3041,6041478436.08043,100124191810.345,850218033.622007,383076641984.513,383642898554.191,926422500.0,268146144677.73,1716699913.19444,562958836.519905,1544689502.82472,1559873264355.89,1498950899.08774,150180619366.605,2186256978875.67,550712123644.937,383642898554.191,5737751331.63779,189834649111.257,6269333313.17108,4168898669754.37,23969823010.4429,8577554457000.0,347770370.37037,31461549929839.2,152586154513.889,4303281932.29365,8529571600.0
